ProductName,product_total_sales
Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8
Okidata B400 Printer,1029.6
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.35
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",1016.79
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1014.18
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1010.78
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.98
WD My Passport Ultra 1TB Portable External Hard Drive,1007.4
Bevis Rectangular Conference Tables,1007.26
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,1007.15
"Eldon ""L"" Workstation Diamond Chairmat",1002.93
Tenex B1-RE Series Chair Mats for Low Pile Carpets,1002.36
Nortel Business Series Terminal T7208 Digital phone,1000.73
Home/Office Personal File Carts,980.23
Xerox 1909,970.78
Global Italian Leather Office Chair,969.25
Hon Every-Day Chair Series Swivel Task Chairs,967.85
Xerox 1885,960.8
Xerox 1914,956.3
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",953.81
Belkin Premiere Surge Master II 8-outlet surge protector,952.16
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",949.02
Eureka The Boss Cordless Rechargeable Stick Vac,948.23
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",939.09
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,937.85
Steel Personal Filing/Posting Tote,937.46
"Sauder Mission Library with Doors, Fruitwood Finish",935.2
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,927.78
Novimex High-Tech Fabric Mesh Task Chair,922.74
Riverside Furniture Stanwyck Manor Table Series,917.92
Ativa MDM8000 8-Sheet Micro-Cut Shredder,917.9
Cisco SPA508G,910.66
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",909.98
Plantronics Cordless Phone Headset with In-line Volume - M214C,908.7
LG Electronics Tone+ HBS-730 Bluetooth Headset,904.55
"Global Stack Chair without Arms, Black",901.51
Vinyl Sectional Post Binders,901.03
Sony 64GB Class 10 Micro SDHC R40 Memory Card,899.75
Eldon Portable Mobile Manager,899.31
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,888.97
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,884.0
Cisco Small Business SPA 502G VoIP phone,882.1
"Safco Chair Connectors, 6/Carton",881.19
Xerox 1883,881.1
Xerox 1960,879.83
"Boston School Pro Electric Pencil Sharpener, 1670",873.64
"Eldon Base for stackable storage shelf, platinum",872.26
Fellowes Superior 10 Outlet Split Surge Protector,867.76
Executive Impressions Supervisor Wall Clock,867.26
Xerox 1913,865.49
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,858.88
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",858.86
Green Bar Computer Printout Paper,857.38
"Hon Metal Bookcases, Gray",851.76
"Belkin 19"" Center-Weighted Shelf, Gray",849.31
Panasonic Kx-TS550,846.22
Plantronics 81402,844.67
GBC VeloBinder Manual Binding System,842.16
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",834.6
Motorola HK250 Universal Bluetooth Headset,832.24
Xerox 1916,831.97
Balt Solid Wood Rectangular Table,828.1
Safco Industrial Shelving,827.12
"Bush Birmingham Collection Bookcase, Dark Cherry",825.17
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,823.25
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",822.74
Global Chrome Stack Chair,815.86
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,812.16
Grandstream GXP1160 VoIP phone,803.69
"Global Stack Chair with Arms, Black",803.47
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",802.07
Logitech MX Performance Wireless Mouse,789.82
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,786.9
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",783.61
GBC Premium Transparent Covers with Diagonal Lined Pattern,780.45
JBL Micro Wireless Portable Bluetooth Speaker,779.87
Logitech Desktop MK120 Mouse and keyboard Combo,778.74
Eldon Radial Chair Mat for Low to Medium Pile Carpets,775.61
Logitech Trackman Marble Mouse,773.74
Belkin F9G930V10-GRY 9 Outlet Surge,770.11
Xerox 191,767.23
"Global Deluxe Stacking Chair, Gray",764.69
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",763.67
Logitech G105 Gaming Keyboard,759.94
Fellowes 8 Outlet Superior Workstation Surge Protector,759.12
AT&T CL2909,755.95
Xerox 1951,755.91
Staples,755.47
Sauder Barrister Bookcases,754.73
Premium Transparent Presentation Covers by GBC,753.19
Clarity 53712,752.28
Ibico Recycled Linen-Style Covers,749.95
Bush Mission Pointe Library,748.86
Innergie mMini Combo Duo USB Travel Charging Kit,746.83
Plantronics Encore H101 Dual Earpieces Headset,746.17
Xerox 1943,743.43
"Logitech B530 USB Headset - headset - Full size, Binaural",739.81
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,737.75
"Bush Cubix Collection Bookcases, Fully Assembled",729.23
RCA ViSYS 25825 Wireless digital phone,727.95
O'Sullivan 2-Shelf Heavy-Duty Bookcases,723.85
Lexmark MarkNet N8150 Wireless Print Server,723.51
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,718.65
Avaya 4621SW VoIP phone,709.92
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,709.5
WD My Passport Ultra 500GB Portable External Hard Drive,708.0
SAFCO Folding Chair Trolley,705.32
Panasonic KP-380BK Classic Electric Pencil Sharpener,705.2
Lock-Up Easel 'Spel-Binder',704.69
Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71
"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44
iHome FM Clock Radio with Lightning Dock,699.9
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",698.04
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.2
Euro-Pro Shark Turbo Vacuum,693.95
OtterBox Defender Series Case - Samsung Galaxy S4,689.78
Samsung Convoy 3,688.14
"Metal Folding Chairs, Beige, 4/Carton",685.59
Tops White Computer Printout Paper,684.74
Safco Steel Mobile File Cart,683.55
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",681.45
Flat Face Poster Frame,678.25
Xerox 1964,676.06
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87
Hunt Boston Vacuum Mount KS Pencil Sharpener,671.8
Tuf-Vin Binders,669.5
Binding Machine Supplies,667.99
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.68
Fellowes Command Center 5-outlet power strip,664.83
"GBC Velobind Prepunched Cover Sets, Regency Series",661.94
Panasonic KX T7731-B Digital phone,659.93
Surelock Post Binders,653.99
Hon 61000 Series Interactive Training Tables,653.12
Xerox 1886,651.44
"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.38
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84
Avery 485,639.03
Safco Drafting Table,638.82
"Computer Room Manger, 14""",636.61
"Strathmore #10 Envelopes, Ultimate White",632.52
Belkin 7 Outlet SurgeMaster II,631.68
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",626.53
Avaya 5410 Digital phone,625.5
Xerox 1880,623.74
"BOSTON Ranger #55 Pencil Sharpener, Black",618.56
Plantronics MX500i Earset,618.48
Xerox 1882,615.78
Xerox 1940,615.55
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,614.05
"Companion Letter/Legal File, Black",611.72
"Performers Binder/Pad Holder, Black",611.05
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",610.98
Motorola L804,607.06
Xblue XB-1670-86 X16 Small Office Telephone - Titanium,604.75
Xerox 1911,603.54
Office Star - Task Chair with Contemporary Loop Arms,600.46
Lexmark 20R1285 X6650 Wireless All-in-One Printer,600.0
Anker Astro 15000mAh USB Portable Charger,599.88
"Contico 72""H Heavy-Duty Storage System",598.31
Hewlett-Packard Deskjet 5550 Printer,597.13
Xerox 1942,597.06
Grandstream GXP2100 Mainstream Business Phone,596.62
"Xerox Color Copier Paper, 11"" x 17"", Ream",593.84
Microsoft Wireless Mobile Mouse 4000,591.85
Panasonic KX TS3282B Corded phone,590.34
Xerox 1910,586.09
Wilson Jones Century Plastic Molded Ring Binders,583.64
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,582.68
Fellowes Econo/Stor Drawers,581.58
"Dana Fluorescent Magnifying Lamp, White, 36""",581.17
Canon PC170 Desktop Personal Copier,575.82
Xerox 1991,575.57
"Howard Miller 16"" Diameter Gallery Wall Clock",575.46
Avery 477,573.96
Panasonic KP-150 Electric Pencil Sharpener,573.65
Xerox 1944,573.65
PureGear Roll-On Screen Protector,571.71
First Data TMFD35 PIN Pad,571.2
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",570.77
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",569.24
Sanford 52201 APSCO Electric Pencil Sharpener,565.39
Belkin F8E887 USB Wired Ergonomic Keyboard,563.81
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03
Belkin F9M820V08 8 Outlet Surge,558.74
Microsoft Natural Ergonomic Keyboard 4000,557.81
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,554.24
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,552.7
Logitech Wireless Anywhere Mouse MX for PC and Mac,551.9
12-1/2 Diameter Round Wall Clock,551.46
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,549.88
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.82
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.19
Panasonic Business Telephones KX-T7736,546.06
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",545.03
Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,543.6
Xerox 1884,543.46
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,542.99
O'Sullivan 5-Shelf Heavy-Duty Bookcases,540.8
Xerox 1935,538.15
Memorex Froggy Flash Drive 8 GB,536.05
Tensor Computer Mounted Lamp,536.04
Boston KS Multi-Size Manual Pencil Sharpener,533.36
Logitech ClearChat Comfort/USB Headset H390,533.07
Wilson Jones Legal Size Ring Binders,532.16
Howard Miller Distant Time Traveler Alarm Clock,531.95
Newell 334,531.71
Staple holder,528.78
Southworth 25% Cotton Premium Laser Paper and Envelopes,527.47
"Premier Elliptical Ring Binder, Black",526.61
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",523.59
Space Solutions Industrial Galvanized Steel Shelving.,520.08
Bevis Round Conference Room Tables and Bases,519.94
Rogers Profile Extra Capacity Storage Tub,518.94
"Decoflex Hanging Personal Folder File, Blue",518.11
Alphabetical Labels for Top Tab Filing,518.0
"Tenex Personal Project File with Scoop Front Design, Black",517.63
Xerox 1889,516.62
Cisco SPA112 2 Port Phone Adapter,516.53
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,516.22
Nokia Lumia 521 (T-Mobile),515.83
Bionaire Personal Warm Mist Humidifier/Vaporizer,515.79
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.56
DAX Natural Wood-Tone Poster Frame,513.72
Xerox 1887,512.2
Newell 319,511.87
"DataProducts Ampli Magnifier Task Lamp, Black,",508.73
Socket Bluetooth Cordless Hand Scanner (CHS),506.28
Deluxe Heavy-Duty Vinyl Round Ring Binder,504.25
Logitech Media Keyboard K200,503.86
"Maxell 74 Minute CD-R Spindle, 50/Pack",503.28
Xerox 197,501.88
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",500.31
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,499.75
Xerox 1937,499.61
Jensen SMPS-640 - speaker phone,496.58
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",496.24
GBC VeloBinder Electric Binding Machine,496.02
GE DSL Phone Line Filter,495.88
Belkin QODE FastFit Bluetooth Keyboard,495.6
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,491.84
Samsung HM1900 Bluetooth Headset,491.68
Xerox 1925,489.48
Rush Hierlooms Collection Rich Wood Bookcases,489.38
"#10 White Business Envelopes,4 1/8 x 9 1/2",488.91
Clearsounds A400,488.33
24-Hour Round Wall Clock,487.51
GBC Recycled VeloBinder Covers,487.34
Safco Commercial Shelving,483.71
"Sortfiler Multipurpose Personal File Organizer, Black",483.42
AT&T CL82213,481.23
Fellowes Neat Ideas Storage Cubes,480.7
NeatDesk Desktop Scanner & Digital Filing System,479.99
Cherry 142-key Programmable Keyboard,479.72
"Howard Miller 12"" Round Wall Clock",479.34
Staples in misc. colors,478.82
Kingston Digital DataTraveler 16GB USB 2.0,477.93
DAX Wood Document Frame,477.8
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",477.66
Fellowes Super Stor/Drawer,477.3
Newell 345,476.17
AT&T SB67148 SynJ,475.12
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",472.86
Enermax Briskie RF Wireless Keyboard and Mouse Combo,469.4
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",468.47
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,467.92
Tenex Chairmats For Use with Hard Floors,467.71
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,467.22
Jackery Bar Premium Fast-charging Portable Charger,467.22
"Seth Thomas 14"" Day/Date Wall Clock",467.07
GBC Recycled Grain Textured Covers,466.3
GBC Standard Therm-A-Bind Covers,466.01
Ricoh - Ink Collector Unit for GX3000 Series Printers,465.65
Belkin F5C206VTEL 6 Outlet Surge,464.2
Electrix Fluorescent Magnifier Lamps & Weighted Base,463.8
"Global Task Chair, Black",463.1
V7 USB Numeric Keypad,461.87
Newell 34,460.28
"Personal Filing Tote with Lid, Black/Gray",459.09
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",458.7
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",458.5
Acco Perma 4000 Stacking Storage Drawers,457.97
DAX Black Cherry Wood-Tone Poster Frame,455.44
9-3/4 Diameter Round Wall Clock,455.07
Memorex Micro Travel Drive 16 GB,454.11
Panasonic KX - TS880B Telephone,453.42
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.97
Poly Designer Cover & Back,451.97
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",449.97
Mobile Personal File Cube,449.66
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,448.91
"Acme 10"" Easy Grip Assistive Scissors",448.77
Hewlett-Packard Deskjet D4360 Printer,447.97
Boston 16801 Nautilus Battery Pencil Sharpener,444.61
Rogers Deluxe File Chest,444.0
Xerox 194,443.84
Imation Clip USB flash drive - 8 GB,443.68
invisibleSHIELD by ZAGG Smudge-Free Screen Protector,442.56
"Seth Thomas 16"" Steel Case Clock",441.73
Micro Innovations USB RF Wireless Keyboard with Mouse,440.0
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.7
Prismacolor Color Pencil Set,436.47
Fellowes Basic Home/Office Series Surge Protectors,436.13
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",434.56
Acco 6 Outlet Guardian Premium Surge Suppressor,432.43
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.29
Advantus Rolling Storage Box,428.75
Cisco SPA525G2 IP Phone - Wireless,426.93
O'Sullivan Cherrywood Estates Traditional Bookcase,424.9
14-7/8 x 11 Blue Bar Computer Printout Paper,422.76
Canvas Sectional Post Binders,422.64
Staple-based wall hangings,422.29
Round Specialty Laser Printer Labels,421.01
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",419.88
Motorla HX550 Universal Bluetooth Headset,419.23
Xerox 1939,417.34
Xerox 19,415.13
i.Sound Portable Power - 8000 mAh,413.31
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",409.99
Kensington 6 Outlet Guardian Standard Surge Protector,409.6
Nu-Dell Executive Frame,409.54
"Tennsco Lockers, Sand",407.02
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",406.78
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",406.46
Computer Printout Paper with Letter-Trim Perforations,405.96
"Boston Model 1800 Electric Pencil Sharpener, Gray",405.36
Xerox 1881,405.24
Model L Table or Wall-Mount Pencil Sharpener,402.98
"Tennsco Lockers, Gray",402.81
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",400.02
Lexmark X 9575 Professional All-in-One Color Printer,396.0
Griffin GC17055 Auxiliary Audio Cable,395.78
"Seth Thomas 12"" Clock w/ Goldtone Case",390.66
Ibico Standard Transparent Covers,390.57
Boston 1799 Powerhouse Electric Pencil Sharpener,389.7
Logitech Wireless Headset H600 Over-The-Head Design,386.91
Fellowes Advanced Computer Series Surge Protectors,386.75
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",386.08
Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8
OtterBox Commuter Series Case - Samsung Galaxy S4,384.84
"Logitech Wireless Boombox Speaker - portable - wireless, wired",383.04
Memorex Micro Travel Drive 32 GB,379.71
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.4
AT&T EL51110 DECT,377.97
"Executive Impressions 14""",377.91
Clear Mylar Reinforcing Strips,377.54
Globe Weis Peel & Seel First Class Envelopes,375.73
Tennsco Commercial Shelving,374.25
"Maxell Pro 80 Minute CD-R, 10/Pack",374.07
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",373.79
Acco Perma 3000 Stacking Storage Drawers,373.44
Avery 505,372.96
GBC Durable Plastic Covers,369.59
36X48 HARDFLOOR CHAIRMAT,369.25
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",368.46
Lenovo 17-Key USB Numeric Keypad,367.09
Logitech Wireless Touch Keyboard K400,364.85
"Eldon Executive Woodline II Desk Accessories, Mahogany",361.86
SanDisk Cruzer 32 GB USB Flash Drive,361.38
KeyTronic 6101 Series - Keyboard - Black,360.71
Microsoft Arc Touch Mouse,359.7
"Seth Thomas 14"" Putty-Colored Wall Clock",357.95
Holmes Odor Grabber,357.62
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,357.0
Kingston Digital DataTraveler 32GB USB 2.0,355.95
Aluminum Screw Posts,354.02
Pizazz Global Quick File,353.29
Xerox 1929,351.74
I.R.I.S IRISCard Anywhere 5 Card Scanner,350.97
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,350.2
Eldon Gobal File Keepers,348.22
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",347.31
"Executive Impressions 14"" Contract Wall Clock",346.79
Trimflex Flexible Post Binders,346.35
Sterilite Officeware Hinged File Box,345.84
Eldon Simplefile Box Office,345.83
2300 Heavy-Duty Transfer File Systems by Perma,344.72
Fellowes Mighty 8 Compact Surge Protector,344.58
Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.1
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",343.73
"Acco Six-Outlet Power Strip, 4' Cord Length",343.08
GBC VeloBind Cover Sets,342.77
Tops Green Bar Computer Printout Paper,342.58
Boston 19500 Mighty Mite Electric Pencil Sharpener,342.55
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.99
Classic Ivory Antique Telephone ZL1810,341.67
Letter Size File,341.42
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.84
Luxo Economy Swing Arm Lamp,338.98
"Tenex File Box, Personal Filing Tote with Lid, Black",338.12
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",336.95
Wasp CCD Handheld Bar Code Reader,336.51
"BlueLounge Milo Smartphone Stand, White/Metallic",335.89
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",334.37
Xerox 226,334.37
"Contract Clock, 14"", Brown",334.09
Holmes 99% HEPA Air Purifier,333.57
Eldon Econocleat Chair Mats for Low Pile Carpets,331.76
Bulldog Vacuum Base Pencil Sharpener,330.92
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,329.94
Xerox 1979,328.39
Multimedia Mailers,325.86
KeyTronic E03601U1 - Keyboard - Beige,324.0
RCA ViSYS 25425RE1 Corded phone,323.98
Sauder Cornerstone Collection Library,322.19
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,321.85
Personal Creations Ink Jet Cards and Labels,321.44
"White Envelopes, White Envelopes with Clear Poly Window",320.25
Konica Minolta magicolor 1690MF Multifunction Printer,319.92
X-Rack File for Hanging Folders,318.38
"Rogers Jumbo File, Granite",317.77
"Seth Thomas 13 1/2"" Wall Clock",316.48
"Executive Impressions 13"" Clairmont Wall Clock",315.37
"Avery Trapezoid Extra Heavy Duty 4"" Binders",314.54
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",310.2
"Executive Impressions 14"" Two-Color Numerals Wall Clock",308.99
Recycled Easel Ring Binders,308.83
Fiskars Softgrip Scissors,307.44
Acme Box Cutter Scissors,306.9
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,303.36
Eldon Fold 'N Roll Cart System,301.97
Eldon Shelf Savers Cubes and Bins,300.14
Lexmark S315 Color Inkjet Printer,299.97
Tensor Track Tree Floor Lamp,299.85
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,299.2
Memorex Micro Travel Drive 8 GB,299.0
Coloredge Poster Frame,298.2
Boston Home & Office Model 2000 Electric Pencil Sharpeners,297.99
Maxell DVD-RAM Discs,296.64
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",296.18
Xerox 1933,294.72
Stanley Contemporary Battery Pencil Sharpeners,293.7
Micropad Numeric Keypads,291.85
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.46
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,289.45
Peel-Off China Markers,287.97
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",287.87
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",286.67
OtterBox Commuter Series Case - iPhone 5 & 5s,285.87
"Fellowes Personal Hanging Folder Files, Navy",284.72
Embossed Ink Jet Note Cards,284.38
"Iris 3-Drawer Stacking Bin, Black",284.11
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",281.89
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,281.66
Xerox 1898,280.56
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,280.0
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",279.96
Macally Suction Cup Mount,279.63
Westinghouse Clip-On Gooseneck Lamps,279.56
Acme Forged Steel Scissors with Black Enamel Handles,279.3
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",279.18
Storex Dura Pro Binders,278.57
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,277.92
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38
Large Capacity Hanging Post Binders,276.95
"Neat Ideas Personal Hanging Folder Files, Black",276.65
HP Standard 104 key PS/2 Keyboard,275.5
Stanley Bostitch Contemporary Electric Pencil Sharpeners,275.08
Staple magnet,272.9
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,272.9
Fellowes Binding Cases,271.44
Advantus Panel Wall Certificate Holder - 8.5x11,270.84
Adjustable Personal File Tote,270.25
Plastic Binding Combs,269.67
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",269.41
"GBC White Gloss Covers, Plain Front",269.33
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",268.5
Xerox 1938,268.24
Eldon Wave Desk Accessories,266.73
Avery 475,266.4
Belkin F9S820V06 8 Outlet Surge,266.33
Belkin Standard 104 key USB Keyboard,265.54
Ultra Door Pull Handle,265.11
Maxell 4.7GB DVD+RW 3/Pack,264.44
"Peel & Seel Recycled Catalog Envelopes, Brown",264.02
Newell 324,263.34
Staple remover,263.09
"Southworth 100% Résumé Paper, 24lb.",262.97
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",262.76
File Shuttle I and Handi-File,262.66
Belkin 6 Outlet Metallic Surge Strip,262.45
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",261.6
Hand-Finished Solid Wood Document Frame,260.15
3M Office Air Cleaner,259.8
Desktop 3-Pocket Hot File,259.68
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",259.1
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",258.72
"Executive Impressions 10"" Spectator Wall Clock",258.72
Avery Legal 4-Ring Binder,258.05
Mediabridge Sport Armband iPhone 5s,257.75
GBC Poly Designer Binding Covers,256.13
Berol Giant Pencil Sharpener,254.85
"Executive Impressions 13"" Chairman Wall Clock",253.8
"Linden 10"" Round Wall Clock, Black",253.65
Apple EarPods with Remote and Mic,251.91
Magnifier Swing Arm Lamp,251.76
Sony 32GB Class 10 Micro SDHC R40 Memory Card,251.4
Hanging Personal Folder File,251.2
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,250.92
Avery 473,248.4
Belkin OmniView SE Rackmount Kit,248.36
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",248.29
Nu-Dell Leatherette Frames,246.65
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",246.58
Strathmore Photo Mount Cards,245.44
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,245.09
Xerox 1890,244.7
Brown Kraft Recycled Envelopes,244.51
Aluminum Document Frame,244.4
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,244.29
GBC Imprintable Covers,241.56
Quality Park Security Envelopes,240.77
RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97
Logitech M510 Wireless Mouse,239.94
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",239.84
Holmes HEPA Air Purifier,239.58
"Avery Flip-Chart Easel Binder, Black",239.46
Xerox 216,238.46
Wilson Jones Leather-Like Binders with DublLock Round Rings,238.33
Xerox 1982,237.54
Martin-Yale Premier Letter Opener,236.99
Recycled Eldon Regeneration Jumbo File,235.78
Avery 50,235.56
Acco D-Ring Binder w/DublLock,235.18
DAX Two-Tone Silver Metal Document Frame,234.78
Newell 312,234.77
Spigen Samsung Galaxy S5 Case Wallet,234.46
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,234.24
"Maxell 74 Minute CDR, 10/Pack",232.76
Petty Cash Envelope,231.85
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",229.98
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,229.89
Dixon Ticonderoga Core-Lock Colored Pencils,229.58
